design;pore_hydro;surf_hydro;all_hydro;beta_prop;category
solraw0_0004_1.fasta;-0.02812500000000004;2.282051282051283;0.394495412844037;na;CG_soluble
solraw0_0007_6.fasta;-0.903125;2.474358974358975;0.1376146788990826;na;CG_soluble
solraw0_0018_7.fasta;0.7593750000000002;1.666666666666667;0.42752293577981654;na;CG_soluble
solraw0_0042_7.fasta;-0.10937499999999994;2.987179487179488;0.9522935779816516;na;CG_soluble
solraw0_0052_3.fasta;0.9718749999999998;-0.9717948717948713;-0.5550458715596329;na;CG_soluble
solraw0_0052_9.fasta;1.1906249999999998;-3.053846153846155;-1.2504587155963311;na;CG_soluble
solraw10_0012_0.fasta;0.5250000000000001;1.6230769230769235;0.17247706422018355;na;CG_soluble
solraw10_0040_6.fasta;-0.815625;2.5384615384615388;0.22201834862385317;na;CG_soluble
solraw10_0050_2.fasta;0.9250000000000003;2.2076923076923083;0.6330275229357801;na;CG_soluble
solraw10_0050_8.fasta;0.5468750000000003;2.1999999999999997;0.6119266055045874;na;CG_soluble
solraw10_0056_6.fasta;-0.3812500000000001;2.0538461538461537;0.06972477064220191;na;CG_soluble
solraw10_0068_3.fasta;0.8093750000000004;2.543589743589744;0.9403669724770639;na;CG_soluble
solraw10_0068_9.fasta;1.0593750000000002;2.0692307692307694;0.6614678899082567;na;CG_soluble
solraw10_0094_4.fasta;0.053124999999999895;2.451282051282052;0.7091743119266056;na;CG_soluble
solraw10_0097_3.fasta;-0.13124999999999998;0.9384615384615383;-0.17247706422018333;na;CG_soluble
solraw10_0097_9.fasta;-0.36875;1.905128205128205;0.12752293577981647;na;CG_soluble
solraw1_0036_4.fasta;0.22187499999999996;1.5487179487179494;0.24587155963302765;na;CG_soluble
solraw1_0058_7.fasta;0.28437500000000004;2.1461538461538465;0.29266055045871586;na;CG_soluble
solraw1_0074_6.fasta;0.7718750000000002;2.6538461538461546;0.9431192660550458;na;CG_soluble
solraw1_0088_1.fasta;0.05312499999999998;2.169230769230769;0.40366972477064234;na;CG_soluble
solraw11_0009_7.fasta;-0.40312500000000007;2.841025641025641;0.46788990825688104;na;CG_soluble
solraw11_0020_5.fasta;0.6625000000000001;2.225641025641026;0.5238532110091744;na;CG_soluble
