design;pore_hydro;surf_hydro;all_hydro;beta_prop;category
TMraw0_0001_0.fasta;-0.5549999999999999;2.070212765957447;0.20406504065040645;85.71428571428571;CG_tmb
TMraw10_0109_4.fasta;-0.4074999999999999;2.055319148936171;0.4991869918699189;83.11688311688312;CG_tmb
TMraw1_0029_7.fasta;0.27499999999999986;1.9425531914893617;0.5699186991869918;74.02597402597402;CG_tmb
TMraw1_0172_5.fasta;0.7725000000000003;1.6787234042553187;0.5227642276422765;46.75324675324675;CG_tmb
TMraw11_0191_4.fasta;0.22249999999999998;1.806382978723404;0.405691056910569;77.92207792207793;CG_tmb
TMraw12_0050_2.fasta;-0.07500000000000001;2.0319148936170213;0.48292682926829295;72.72727272727273;CG_tmb
TMraw12_0050_8.fasta;-0.43249999999999983;2.4425531914893615;0.5268292682926832;80.51948051948052;CG_tmb
TMraw13_0157_6.fasta;-0.6399999999999999;2.429787234042553;0.41951219512195115;71.42857142857143;CG_tmb
TMraw13_0166_6.fasta;0.07999999999999995;1.7617021276595741;0.23739837398373992;81.81818181818183;CG_tmb
TMraw13_0177_5.fasta;0.7675000000000001;2.593617021276596;0.9910569105691055;64.93506493506493;CG_tmb
TMraw14_0188_0.fasta;-0.2;2.853191489361701;0.7365853658536584;72.72727272727273;CG_tmb
TMraw15_0005_2.fasta;0.1375;2.3553191489361702;0.811382113821138;72.72727272727273;CG_tmb
TMraw15_0005_8.fasta;-0.039999999999999994;2.521276595744681;0.7065040650406506;72.72727272727273;CG_tmb
TMraw17_0087_6.fasta;0.0549999999999999;2.1297872340425528;0.6260162601626017;66.23376623376623;CG_tmb
TMraw17_0150_6.fasta;-0.135;2.114893617021277;0.343089430894309;85.71428571428571;CG_tmb
TMraw20_0077_7.fasta;-0.25500000000000006;2.1255319148936174;0.6829268292682924;62.33766233766234;CG_tmb
TMraw20_0170_1.fasta;-0.14500000000000007;2.336170212765958;0.6455284552845532;77.92207792207793;CG_tmb
TMraw2_0051_2.fasta;-1.13;1.7468085106382978;0.12601626016260156;75.32467532467533;CG_tmb
TMraw2_0051_8.fasta;-0.7849999999999997;1.934042553191489;0.2715447154471546;75.32467532467533;CG_tmb
TMraw24_0048_6.fasta;-0.5524999999999999;2.1510638297872338;0.1878048780487806;80.51948051948052;CG_tmb
TMraw25_0198_7.fasta;0.25249999999999984;2.6744680851063833;0.7723577235772361;87.01298701298701;CG_tmb
